cbsa,metro_name,yr,qtr,index_nsa,index_sa
10420,"Akron, OH",1991,1,100.00,100.00
10420,"Akron, OH",1991,2,102.36,101.10
10420,"Akron, OH",1991,3,102.19,101.43
10420,"Akron, OH",1991,4,103.13,103.12
10420,"Akron, OH",1992,1,104.56,104.54
10420,"Akron, OH",1992,2,106.83,105.53
10420,"Akron, OH",1992,3,108.25,107.42
10420,"Akron, OH",1992,4,108.69,108.75
10420,"Akron, OH",1993,1,110.06,109.95
10420,"Akron, OH",1993,2,112.55,111.29
10420,"Akron, OH",1993,3,113.75,112.79
10420,"Akron, OH",1993,4,114.25,114.41
10420,"Akron, OH",1994,1,114.32,114.07
10420,"Akron, OH",1994,2,119.53,118.32
10420,"Akron, OH",1994,3,120.04,118.97
10420,"Akron, OH",1994,4,119.87,120.05
10420,"Akron, OH",1995,1,122.16,121.81
10420,"Akron, OH",1995,2,123.86,122.72
10420,"Akron, OH",1995,3,125.32,124.18
10420,"Akron, OH",1995,4,124.71,124.86
10420,"Akron, OH",1996,1,128.70,128.30
10420,"Akron, OH",1996,2,128.81,127.67
10420,"Akron, OH",1996,3,132.19,131.06
10420,"Akron, OH",1996,4,131.20,131.19
10420,"Akron, OH",1997,1,132.12,131.80
10420,"Akron, OH",1997,2,133.04,131.90
10420,"Akron, OH",1997,3,133.88,132.76
10420,"Akron, OH",1997,4,136.04,135.83
10420,"Akron, OH",1998,1,136.49,136.38
10420,"Akron, OH",1998,2,139.62,138.35
10420,"Akron, OH",1998,3,139.97,138.86
10420,"Akron, OH",1998,4,140.58,140.11
10420,"Akron, OH",1999,1,142.95,143.20
10420,"Akron, OH",1999,2,145.83,144.33
10420,"Akron, OH",1999,3,146.50,145.34
10420,"Akron, OH",1999,4,147.52,146.93
10420,"Akron, OH",2000,1,145.95,146.41
10420,"Akron, OH",2000,2,150.21,148.57
10420,"Akron, OH",2000,3,152.06,150.81
10420,"Akron, OH",2000,4,152.30,151.71
10420,"Akron, OH",2001,1,151.97,152.50
10420,"Akron, OH",2001,2,156.50,154.82
10420,"Akron, OH",2001,3,155.65,154.20
10420,"Akron, OH",2001,4,159.11,158.69
10420,"Akron, OH",2002,1,156.53,156.98
10420,"Akron, OH",2002,2,159.88,158.20
10420,"Akron, OH",2002,3,160.29,158.67
10420,"Akron, OH",2002,4,160.97,160.73
10420,"Akron, OH",2003,1,162.63,162.99
10420,"Akron, OH",2003,2,165.00,163.29
10420,"Akron, OH",2003,3,167.28,165.48
10420,"Akron, OH",2003,4,165.85,165.83
10420,"Akron, OH",2004,1,166.74,167.02
10420,"Akron, OH",2004,2,167.98,166.21
10420,"Akron, OH",2004,3,169.62,167.67
10420,"Akron, OH",2004,4,168.65,168.78
10420,"Akron, OH",2005,1,170.58,170.93
10420,"Akron, OH",2005,2,174.84,172.97
10420,"Akron, OH",2005,3,174.29,172.07
10420,"Akron, OH",2005,4,170.89,171.00
10420,"Akron, OH",2006,1,175.76,176.59
10420,"Akron, OH",2006,2,175.02,172.90
10420,"Akron, OH",2006,3,175.75,173.40
10420,"Akron, OH",2006,4,172.49,172.32
10420,"Akron, OH",2007,1,170.92,172.49
10420,"Akron, OH",2007,2,173.27,170.82
10420,"Akron, OH",2007,3,170.58,168.29
10420,"Akron, OH",2007,4,166.41,165.75
10420,"Akron, OH",2008,1,163.85,166.18
10420,"Akron, OH",2008,2,163.34,160.75
10420,"Akron, OH",2008,3,159.89,157.73
10420,"Akron, OH",2008,4,153.12,152.13
10420,"Akron, OH",2009,1,145.16,147.77
10420,"Akron, OH",2009,2,154.38,151.71
10420,"Akron, OH",2009,3,155.24,153.27
10420,"Akron, OH",2009,4,156.32,155.02
10420,"Akron, OH",2010,1,148.16,151.02
10420,"Akron, OH",2010,2,154.81,152.08
10420,"Akron, OH",2010,3,149.88,148.12
10420,"Akron, OH",2010,4,149.64,148.33
10420,"Akron, OH",2011,1,141.85,144.44
10420,"Akron, OH",2011,2,143.58,141.07
10420,"Akron, OH",2011,3,145.29,143.69
10420,"Akron, OH",2011,4,140.98,139.93
10420,"Akron, OH",2012,1,138.76,140.86
10420,"Akron, OH",2012,2,146.64,144.24
10420,"Akron, OH",2012,3,145.03,143.42
10420,"Akron, OH",2012,4,151.02,150.28
10420,"Akron, OH",2013,1,154.05,155.92
10420,"Akron, OH",2013,2,154.46,151.92
10420,"Akron, OH",2013,3,155.03,153.35
10420,"Akron, OH",2013,4,153.73,153.37
10420,"Akron, OH",2014,1,151.46,152.89
10420,"Akron, OH",2014,2,156.82,154.28
10420,"Akron, OH",2014,3,159.39,157.65
10420,"Akron, OH",2014,4,155.06,154.89
10420,"Akron, OH",2015,1,156.37,157.75
10420,"Akron, OH",2015,2,163.70,160.98
10420,"Akron, OH",2015,3,162.40,160.59
10420,"Akron, OH",2015,4,165.53,165.50
10420,"Akron, OH",2016,1,161.48,162.85
10420,"Akron, OH",2016,2,170.85,168.04
10420,"Akron, OH",2016,3,169.64,167.62
10420,"Akron, OH",2016,4,168.61,168.64
10420,"Akron, OH",2017,1,170.64,172.15
10420,"Akron, OH",2017,2,175.96,173.09
10420,"Akron, OH",2017,3,179.40,177.12
10420,"Akron, OH",2017,4,180.46,180.63
10420,"Akron, OH",2018,1,180.90,182.36
10420,"Akron, OH",2018,2,186.86,184.06
10420,"Akron, OH",2018,3,189.24,186.53
10420,"Akron, OH",2018,4,188.63,189.00
10420,"Akron, OH",2019,1,188.26,189.65
10420,"Akron, OH",2019,2,197.77,195.05
10420,"Akron, OH",2019,3,199.56,196.34
10420,"Akron, OH",2019,4,197.67,198.37
10420,"Akron, OH",2020,1,201.04,202.38
10420,"Akron, OH",2020,2,208.83,206.10
10420,"Akron, OH",2020,3,218.04,214.24
10420,"Akron, OH",2020,4,221.01,222.06
10420,"Akron, OH",2021,1,228.01,229.47
10420,"Akron, OH",2021,2,240.82,237.66
10420,"Akron, OH",2021,3,252.50,247.99
10420,"Akron, OH",2021,4,252.33,253.67
10420,"Akron, OH",2022,1,263.09,264.76
10420,"Akron, OH",2022,2,274.48,270.87
10420,"Akron, OH",2022,3,274.50,269.52
10420,"Akron, OH",2022,4,272.66,274.16
10420,"Akron, OH",2023,1,276.99,278.86
10420,"Akron, OH",2023,2,286.56,282.59
10420,"Akron, OH",2023,3,300.33,295.07
10420,"Akron, OH",2023,4,299.52,300.97
10420,"Akron, OH",2024,1,299.95,302.14
10420,"Akron, OH",2024,2,318.13,313.61
10420,"Akron, OH",2024,3,319.60,314.11
10420,"Akron, OH",2024,4,317.91,319.30
10580,"Albany-Schenectady-Troy, NY",1991,1,100.00,100.00
10580,"Albany-Schenectady-Troy, NY",1991,2,100.04,100.48
10580,"Albany-Schenectady-Troy, NY",1991,3,100.24,100.47
10580,"Albany-Schenectady-Troy, NY",1991,4,99.91,98.88
10580,"Albany-Schenectady-Troy, NY",1992,1,103.31,103.38
10580,"Albany-Schenectady-Troy, NY",1992,2,100.78,101.17
10580,"Albany-Schenectady-Troy, NY",1992,3,101.20,101.41
10580,"Albany-Schenectady-Troy, NY",1992,4,103.55,102.47
10580,"Albany-Schenectady-Troy, NY",1993,1,101.83,102.05
10580,"Albany-Schenectady-Troy, NY",1993,2,99.83,100.07
10580,"Albany-Schenectady-Troy, NY",1993,3,100.04,100.20
10580,"Albany-Schenectady-Troy, NY",1993,4,99.30,98.35
10580,"Albany-Schenectady-Troy, NY",1994,1,97.84,98.21
10580,"Albany-Schenectady-Troy, NY",1994,2,98.21,98.22
10580,"Albany-Schenectady-Troy, NY",1994,3,97.19,97.25
10580,"Albany-Schenectady-Troy, NY",1994,4,98.76,98.00
10580,"Albany-Schenectady-Troy, NY",1995,1,96.00,96.51
10580,"Albany-Schenectady-Troy, NY",1995,2,95.18,94.97
10580,"Albany-Schenectady-Troy, NY",1995,3,94.80,94.74
10580,"Albany-Schenectady-Troy, NY",1995,4,94.74,94.22
10580,"Albany-Schenectady-Troy, NY",1996,1,91.85,92.41
10580,"Albany-Schenectady-Troy, NY",1996,2,93.81,93.48
10580,"Albany-Schenectady-Troy, NY",1996,3,92.57,92.35
10580,"Albany-Schenectady-Troy, NY",1996,4,91.35,91.05
10580,"Albany-Schenectady-Troy, NY",1997,1,93.15,93.76
10580,"Albany-Schenectady-Troy, NY",1997,2,94.94,94.59
10580,"Albany-Schenectady-Troy, NY",1997,3,92.67,92.23
10580,"Albany-Schenectady-Troy, NY",1997,4,92.04,91.91
10580,"Albany-Schenectady-Troy, NY",1998,1,91.28,91.89
10580,"Albany-Schenectady-Troy, NY",1998,2,90.98,90.72
10580,"Albany-Schenectady-Troy, NY",1998,3,94.08,93.40
10580,"Albany-Schenectady-Troy, NY",1998,4,93.87,93.83
10580,"Albany-Schenectady-Troy, NY",1999,1,93.19,93.86
10580,"Albany-Schenectady-Troy, NY",1999,2,94.33,94.20
10580,"Albany-Schenectady-Troy, NY",1999,3,95.42,94.49
10580,"Albany-Schenectady-Troy, NY",1999,4,95.20,95.17
10580,"Albany-Schenectady-Troy, NY",2000,1,96.22,97.04
10580,"Albany-Schenectady-Troy, NY",2000,2,98.01,97.97
10580,"Albany-Schenectady-Troy, NY",2000,3,100.61,99.41
10580,"Albany-Schenectady-Troy, NY",2000,4,100.74,100.65
10580,"Albany-Schenectady-Troy, NY",2001,1,99.91,100.98
10580,"Albany-Schenectady-Troy, NY",2001,2,104.12,104.10
10580,"Albany-Schenectady-Troy, NY",2001,3,107.75,106.28
10580,"Albany-Schenectady-Troy, NY",2001,4,108.03,107.88
10580,"Albany-Schenectady-Troy, NY",2002,1,108.29,109.74
10580,"Albany-Schenectady-Troy, NY",2002,2,111.87,111.71
10580,"Albany-Schenectady-Troy, NY",2002,3,115.90,114.22
10580,"Albany-Schenectady-Troy, NY",2002,4,117.93,117.77
10580,"Albany-Schenectady-Troy, NY",2003,1,120.65,122.50
10580,"Albany-Schenectady-Troy, NY",2003,2,126.69,126.32
10580,"Albany-Schenectady-Troy, NY",2003,3,133.04,131.06
10580,"Albany-Schenectady-Troy, NY",2003,4,136.22,136.10
10580,"Albany-Schenectady-Troy, NY",2004,1,136.22,138.47
10580,"Albany-Schenectady-Troy, NY",2004,2,144.43,143.82
10580,"Albany-Schenectady-Troy, NY",2004,3,151.70,149.44
10580,"Albany-Schenectady-Troy, NY",2004,4,154.32,154.29
10580,"Albany-Schenectady-Troy, NY",2005,1,155.85,158.47
10580,"Albany-Schenectady-Troy, NY",2005,2,165.54,164.71
10580,"Albany-Schenectady-Troy, NY",2005,3,170.90,168.35
10580,"Albany-Schenectady-Troy, NY",2005,4,170.93,170.94
10580,"Albany-Schenectady-Troy, NY",2006,1,174.26,177.26
10580,"Albany-Schenectady-Troy, NY",2006,2,181.12,180.11
10580,"Albany-Schenectady-Troy, NY",2006,3,180.29,177.61
10580,"Albany-Schenectady-Troy, NY",2006,4,181.41,181.44
10580,"Albany-Schenectady-Troy, NY",2007,1,179.60,182.79
10580,"Albany-Schenectady-Troy, NY",2007,2,182.19,180.97
10580,"Albany-Schenectady-Troy, NY",2007,3,184.67,182.15
10580,"Albany-Schenectady-Troy, NY",2007,4,181.32,181.16
10580,"Albany-Schenectady-Troy, NY",2008,1,177.70,181.00
10580,"Albany-Schenectady-Troy, NY",2008,2,180.52,179.12
10580,"Albany-Schenectady-Troy, NY",2008,3,182.55,180.36
10580,"Albany-Schenectady-Troy, NY",2008,4,178.51,178.15
10580,"Albany-Schenectady-Troy, NY",2009,1,171.59,174.80
10580,"Albany-Schenectady-Troy, NY",2009,2,176.61,175.13
10580,"Albany-Schenectady-Troy, NY",2009,3,176.86,175.06
10580,"Albany-Schenectady-Troy, NY",2009,4,175.13,174.53
10580,"Albany-Schenectady-Troy, NY",2010,1,171.17,174.35
10580,"Albany-Schenectady-Troy, NY",2010,2,178.68,177.14
10580,"Albany-Schenectady-Troy, NY",2010,3,174.98,173.43
10580,"Albany-Schenectady-Troy, NY",2010,4,174.71,174.05
10580,"Albany-Schenectady-Troy, NY",2011,1,165.14,167.99
10580,"Albany-Schenectady-Troy, NY",2011,2,173.63,172.21
10580,"Albany-Schenectady-Troy, NY",2011,3,168.57,167.21
10580,"Albany-Schenectady-Troy, NY",2011,4,168.86,168.30
10580,"Albany-Schenectady-Troy, NY",2012,1,168.87,171.43
10580,"Albany-Schenectady-Troy, NY",2012,2,170.27,169.14
10580,"Albany-Schenectady-Troy, NY",2012,3,171.85,170.30
10580,"Albany-Schenectady-Troy, NY",2012,4,171.06,170.87
10580,"Albany-Schenectady-Troy, NY",2013,1,168.06,170.10
10580,"Albany-Schenectady-Troy, NY",2013,2,172.91,172.08
10580,"Albany-Schenectady-Troy, NY",2013,3,175.10,173.26
10580,"Albany-Schenectady-Troy, NY",2013,4,173.81,173.99
10580,"Albany-Schenectady-Troy, NY",2014,1,170.85,172.65
10580,"Albany-Schenectady-Troy, NY",2014,2,173.07,172.40
10580,"Albany-Schenectady-Troy, NY",2014,3,176.21,174.05
10580,"Albany-Schenectady-Troy, NY",2014,4,173.94,174.55
10580,"Albany-Schenectady-Troy, NY",2015,1,175.04,176.65
10580,"Albany-Schenectady-Troy, NY",2015,2,175.47,174.83
10580,"Albany-Schenectady-Troy, NY",2015,3,177.55,175.22
10580,"Albany-Schenectady-Troy, NY",2015,4,173.47,174.28
10580,"Albany-Schenectady-Troy, NY",2016,1,177.54,179.16
10580,"Albany-Schenectady-Troy, NY",2016,2,183.04,182.29
10580,"Albany-Schenectady-Troy, NY",2016,3,182.56,180.07
10580,"Albany-Schenectady-Troy, NY",2016,4,183.54,184.64
10580,"Albany-Schenectady-Troy, NY",2017,1,179.82,181.37
10580,"Albany-Schenectady-Troy, NY",2017,2,185.82,184.96
10580,"Albany-Schenectady-Troy, NY",2017,3,190.65,188.19
10580,"Albany-Schenectady-Troy, NY",2017,4,188.32,189.26
10580,"Albany-Schenectady-Troy, NY",2018,1,191.64,193.62
10580,"Albany-Schenectady-Troy, NY",2018,2,191.74,190.55
10580,"Albany-Schenectady-Troy, NY",2018,3,195.55,193.15
10580,"Albany-Schenectady-Troy, NY",2018,4,194.54,195.43
10580,"Albany-Schenectady-Troy, NY",2019,1,192.21,194.50
10580,"Albany-Schenectady-Troy, NY",2019,2,198.12,196.51
10580,"Albany-Schenectady-Troy, NY",2019,3,198.77,196.51
10580,"Albany-Schenectady-Troy, NY",2019,4,194.83,195.50
10580,"Albany-Schenectady-Troy, NY",2020,1,198.19,201.11
10580,"Albany-Schenectady-Troy, NY",2020,2,205.64,203.48
10580,"Albany-Schenectady-Troy, NY",2020,3,212.45,210.06
10580,"Albany-Schenectady-Troy, NY",2020,4,222.14,222.85
10580,"Albany-Schenectady-Troy, NY",2021,1,223.73,227.55
10580,"Albany-Schenectady-Troy, NY",2021,2,241.24,238.30
10580,"Albany-Schenectady-Troy, NY",2021,3,248.14,245.37
10580,"Albany-Schenectady-Troy, NY",2021,4,250.08,250.50
10580,"Albany-Schenectady-Troy, NY",2022,1,256.26,261.45
10580,"Albany-Schenectady-Troy, NY",2022,2,275.37,271.80
10580,"Albany-Schenectady-Troy, NY",2022,3,268.93,265.59
10580,"Albany-Schenectady-Troy, NY",2022,4,266.77,267.07
10580,"Albany-Schenectady-Troy, NY",2023,1,268.53,274.45
10580,"Albany-Schenectady-Troy, NY",2023,2,288.69,285.10
10580,"Albany-Schenectady-Troy, NY",2023,3,300.87,296.73
10580,"Albany-Schenectady-Troy, NY",2023,4,306.18,306.28
10580,"Albany-Schenectady-Troy, NY",2024,1,297.82,304.78
10580,"Albany-Schenectady-Troy, NY",2024,2,310.87,307.31
10580,"Albany-Schenectady-Troy, NY",2024,3,322.06,317.21
10580,"Albany-Schenectady-Troy, NY",2024,4,315.18,315.14
10740,"Albuquerque, NM",1991,1,100.00,100.00
10740,"Albuquerque, NM",1991,2,101.29,100.80
10740,"Albuquerque, NM",1991,3,101.33,101.33
10740,"Albuquerque, NM",1991,4,102.82,102.88
10740,"Albuquerque, NM",1992,1,105.82,105.84
10740,"Albuquerque, NM",1992,2,106.72,106.24
10740,"Albuquerque, NM",1992,3,107.52,107.43
10740,"Albuquerque, NM",1992,4,109.88,109.97
10740,"Albuquerque, NM",1993,1,111.38,111.48
10740,"Albuquerque, NM",1993,2,115.43,114.90
10740,"Albuquerque, NM",1993,3,118.19,117.97
10740,"Albuquerque, NM",1993,4,121.47,121.59
10740,"Albuquerque, NM",1994,1,125.70,125.95
10740,"Albuquerque, NM",1994,2,129.43,128.78
10740,"Albuquerque, NM",1994,3,133.21,132.85
10740,"Albuquerque, NM",1994,4,134.52,134.69
10740,"Albuquerque, NM",1995,1,135.47,135.86
10740,"Albuquerque, NM",1995,2,137.87,137.13
10740,"Albuquerque, NM",1995,3,139.51,139.09
10740,"Albuquerque, NM",1995,4,138.32,138.48
10740,"Albuquerque, NM",1996,1,138.94,139.42
10740,"Albuquerque, NM",1996,2,141.54,140.72
10740,"Albuquerque, NM",1996,3,140.12,139.74
10740,"Albuquerque, NM",1996,4,139.49,139.60
10740,"Albuquerque, NM",1997,1,139.15,139.64
10740,"Albuquerque, NM",1997,2,141.19,140.36
10740,"Albuquerque, NM",1997,3,139.06,138.77
10740,"Albuquerque, NM",1997,4,140.55,140.57
10740,"Albuquerque, NM",1998,1,139.49,139.95
10740,"Albuquerque, NM",1998,2,140.67,139.88
10740,"Albuquerque, NM",1998,3,141.03,140.82
10740,"Albuquerque, NM",1998,4,141.37,141.29
10740,"Albuquerque, NM",1999,1,141.92,142.36
10740,"Albuquerque, NM",1999,2,143.07,142.38
10740,"Albuquerque, NM",1999,3,142.46,142.21
10740,"Albuquerque, NM",1999,4,143.25,143.12
10740,"Albuquerque, NM",2000,1,142.25,142.69
10740,"Albuquerque, NM",2000,2,142.87,142.29
10740,"Albuquerque, NM",2000,3,143.40,143.05
10740,"Albuquerque, NM",2000,4,141.91,141.79
10740,"Albuquerque, NM",2001,1,144.80,145.28
10740,"Albuquerque, NM",2001,2,146.52,145.97
10740,"Albuquerque, NM",2001,3,147.53,147.00
10740,"Albuquerque, NM",2001,4,147.70,147.70
10740,"Albuquerque, NM",2002,1,147.88,148.38
10740,"Albuquerque, NM",2002,2,151.40,150.87
10740,"Albuquerque, NM",2002,3,154.15,153.41
10740,"Albuquerque, NM",2002,4,155.57,155.74
10740,"Albuquerque, NM",2003,1,155.41,155.94
10740,"Albuquerque, NM",2003,2,159.56,159.02
10740,"Albuquerque, NM",2003,3,161.76,160.77
10740,"Albuquerque, NM",2003,4,163.72,164.09
10740,"Albuquerque, NM",2004,1,167.25,167.83
10740,"Albuquerque, NM",2004,2,171.14,170.57
10740,"Albuquerque, NM",2004,3,175.66,174.38
10740,"Albuquerque, NM",2004,4,177.65,178.24
10740,"Albuquerque, NM",2005,1,184.89,185.55
10740,"Albuquerque, NM",2005,2,193.31,192.70
10740,"Albuquerque, NM",2005,3,203.00,201.28
10740,"Albuquerque, NM",2005,4,208.21,209.02
10740,"Albuquerque, NM",2006,1,216.58,217.51
10740,"Albuquerque, NM",2006,2,225.70,224.95
10740,"Albuquerque, NM",2006,3,232.17,230.03
10740,"Albuquerque, NM",2006,4,234.85,235.69
10740,"Albuquerque, NM",2007,1,237.10,238.42
10740,"Albuquerque, NM",2007,2,239.64,238.76
10740,"Albuquerque, NM",2007,3,240.55,238.33
10740,"Albuquerque, NM",2007,4,233.48,233.98
10740,"Albuquerque, NM",2008,1,231.38,233.10
10740,"Albuquerque, NM",2008,2,230.23,229.31
10740,"Albuquerque, NM",2008,3,228.74,226.58
10740,"Albuquerque, NM",2008,4,220.31,220.55
10740,"Albuquerque, NM",2009,1,212.73,214.68
10740,"Albuquerque, NM",2009,2,215.85,214.88
10740,"Albuquerque, NM",2009,3,214.35,212.20
10740,"Albuquerque, NM",2009,4,213.99,214.16
10740,"Albuquerque, NM",2010,1,209.83,212.16
10740,"Albuquerque, NM",2010,2,208.06,206.83
10740,"Albuquerque, NM",2010,3,204.52,202.32
10740,"Albuquerque, NM",2010,4,201.05,201.36
10740,"Albuquerque, NM",2011,1,193.86,196.32
10740,"Albuquerque, NM",2011,2,190.78,189.26
10740,"Albuquerque, NM",2011,3,193.80,191.68
10740,"Albuquerque, NM",2011,4,189.01,189.47
10740,"Albuquerque, NM",2012,1,188.82,191.47
10740,"Albuquerque, NM",2012,2,197.52,195.60
10740,"Albuquerque, NM",2012,3,199.14,196.83
10740,"Albuquerque, NM",2012,4,193.37,194.07
10740,"Albuquerque, NM",2013,1,195.30,198.30
10740,"Albuquerque, NM",2013,2,201.89,199.55
10740,"Albuquerque, NM",2013,3,200.53,198.23
10740,"Albuquerque, NM",2013,4,197.43,198.19
10740,"Albuquerque, NM",2014,1,196.42,199.63
10740,"Albuquerque, NM",2014,2,204.49,201.87
10740,"Albuquerque, NM",2014,3,204.51,202.35
10740,"Albuquerque, NM",2014,4,204.13,204.78
10740,"Albuquerque, NM",2015,1,202.53,205.87
10740,"Albuquerque, NM",2015,2,207.42,204.70
10740,"Albuquerque, NM",2015,3,212.05,210.09
10740,"Albuquerque, NM",2015,4,208.88,209.38
10740,"Albuquerque, NM",2016,1,205.31,208.41
10740,"Albuquerque, NM",2016,2,216.28,213.74
10740,"Albuquerque, NM",2016,3,216.84,214.91
10740,"Albuquerque, NM",2016,4,218.98,219.54
10740,"Albuquerque, NM",2017,1,216.96,219.77
10740,"Albuquerque, NM",2017,2,223.21,220.93
10740,"Albuquerque, NM",2017,3,225.16,223.20
10740,"Albuquerque, NM",2017,4,226.99,227.75
10740,"Albuquerque, NM",2018,1,227.56,229.90
10740,"Albuquerque, NM",2018,2,232.97,230.95
10740,"Albuquerque, NM",2018,3,235.44,233.36
10740,"Albuquerque, NM",2018,4,232.59,233.62
10740,"Albuquerque, NM",2019,1,237.53,239.47
10740,"Albuquerque, NM",2019,2,244.92,243.04
10740,"Albuquerque, NM",2019,3,249.25,247.00
10740,"Albuquerque, NM",2019,4,248.16,249.49
10740,"Albuquerque, NM",2020,1,255.61,257.41
10740,"Albuquerque, NM",2020,2,262.83,260.97
10740,"Albuquerque, NM",2020,3,272.22,269.56
10740,"Albuquerque, NM",2020,4,279.42,281.18
10740,"Albuquerque, NM",2021,1,289.64,291.62
10740,"Albuquerque, NM",2021,2,306.24,303.97
10740,"Albuquerque, NM",2021,3,319.65,316.48
10740,"Albuquerque, NM",2021,4,326.55,328.69
10740,"Albuquerque, NM",2022,1,338.93,341.42
10740,"Albuquerque, NM",2022,2,360.20,357.25
10740,"Albuquerque, NM",2022,3,360.62,357.06
10740,"Albuquerque, NM",2022,4,366.02,368.53
10740,"Albuquerque, NM",2023,1,365.37,368.21
10740,"Albuquerque, NM",2023,2,376.79,373.38
10740,"Albuquerque, NM",2023,3,386.11,382.43
10740,"Albuquerque, NM",2023,4,383.53,386.24
10740,"Albuquerque, NM",2024,1,391.83,394.96
10740,"Albuquerque, NM",2024,2,401.44,397.57
10740,"Albuquerque, NM",2024,3,398.37,394.59
10740,"Albuquerque, NM",2024,4,391.49,394.43
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,1,100.00,100.00
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,2,100.17,99.71
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,3,102.08,101.39
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,4,99.78,100.02
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,1,101.99,102.05
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,2,101.84,101.36
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,3,101.26,100.54
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,4,99.55,99.75
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,1,99.42,99.60
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,2,100.36,99.81
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,3,99.77,99.06
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,4,101.42,101.57
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,1,99.65,99.96
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,2,100.72,100.10
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,3,100.29,99.56
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,4,98.59,98.71
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,1,97.84,98.25
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,2,98.20,97.56
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,3,98.44,97.66
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,4,97.58,97.73
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,1,96.94,97.35
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,2,99.47,98.86
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,3,99.78,98.93
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,4,97.45,97.65
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,1,99.64,100.01
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,2,98.58,98.03
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,3,99.62,98.75
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,4,98.79,99.02
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,1,99.77,100.10
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,2,100.44,99.92
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,3,101.49,100.65
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,4,100.92,101.07
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,1,102.03,102.35
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,2,104.50,103.99
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,3,105.44,104.62
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,4,105.38,105.41
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,1,107.05,107.44
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,2,108.38,107.88
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,3,111.15,110.33
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,4,113.10,112.99
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,1,113.87,114.37
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,2,116.63,116.14
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,3,117.85,116.94
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,4,119.52,119.29
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,1,120.67,121.33
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,2,124.57,124.07
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,3,127.99,126.91
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,4,131.06,130.77
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,1,133.72,134.55
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,2,138.80,138.27
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,3,143.48,142.13
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,4,145.39,145.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,1,148.21,149.22
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,2,154.02,153.34
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,3,160.82,159.20
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,4,165.67,165.56
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,1,165.65,166.79
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,2,174.72,173.90
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,3,182.52,180.64
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,4,186.93,186.81
